ETid,Country,Date,Fine,Fine_cleaned,Controller,Quoted_Art,Type,Source,year
ETid-1169,HUNGARY,2022-03-29,"1,300",1300,Workshop,"Art. 5 (1) b), c) GDPR, Art. 6 (1) f) GDPR, Art. 13 (1), (2) GDPR",Non-compliance with general data processing principles,link,2022
ETid-44,POLAND,2019-04-25,"12,950",12950,Sports association,Art. 6 GDPR,Insufficient legal basis for data processing,link link,2019
ETid-1831,BULGARIA,2022,"12,800",12800,Political party,Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2022
ETid-995,PORTUGAL,2021-12-21,"1,250,000",1250000,Lisbon City Council,"Art. 5 (1) a), c), e) GDPR, Art. 6 GDPR, Art. 9 (1) a) GDPR, Art. 13 (1), (2) GDPR, Art. 35 (3) GDPR",Insufficient legal basis for data processing,link,2021
ETid-1698,FRANCE,2023-03-16,"125,000",125000,CITYSCOOT,"Art. 5 (1) c) GDPR, Art. 28 (3) GDPR, Art. 82 Loi informatique et libertés",Non-compliance with general data processing principles,link link,2023
ETid-1302,GERMANY,2021,"12,500",12500,Energy supplier,Unknown,Unknown,link,2021
ETid-1301,GERMANY,2021,"12,500",12500,Energy supplier,Unknown,Unknown,link,2021
ETid-863,NORWAY,2021-09-21,"12,500",12500,Ultra-Technology AS,Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2021
ETid-760,LUXEMBOURG,2021-06-29,"12,500",12500,Unknown,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,link,2021
ETid-281,FINLAND,2020-05-22,"12,500",12500,Unknown Company,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-1269,POLAND,2022-07-06,"12,450",12450,Głównego Geodetę Kraju,"Art. 33 (1) GDPR, Art. 34 (1) GDPR",Insufficient fulfilment of data breach notification obligations,link,2022
ETid-1092,CROATIA,2022-03-08,"124,245",124245,Energy company (name not available at the moment),Art. 15 (3) GDPR,Insufficient fulfilment of data subjects rights,link,2022
ETid-306,GERMANY,2020-06-30,"1,240,000",1240000,Allgemeine Ortskrankenkasse ('AOK') (health insurance company),"Art. 5 GDPR, Art. 6 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2020
ETid-438,ITALY,2020-11-12,"12,251,601",12251601,Vodafone Italia S.p.A.,"Art. 5 (1), (2) GDPR, Art. 6 (1) GDPR, Art. 7 GDPR, Art. 15 (1) GDPR, Art. 16 GDPR, Art. 21 GDPR, Art. 24 GDPR, Art. 25 (1) GDPR, Art. 32 GDPR, Art. 33 GDPR",Non-compliance with general data processing principles,link,2020
ETid-1583,FINLAND,2022-12-27,"122,000",122000,Company,Art. 9 GDPR,Insufficient legal basis for data processing,link link,2022
ETid-873,AUSTRIA,2021,"1,200,000",1200000,Customer loyalty program,Unknown,Unknown,link,2021
ETid-718,SWEDEN,2021-06-07,"1,200,000",1200000,MedHelp AB,"Art. 5 (1) a), f) GDPR, Art. 6 GDPR, Art. 9 (1) GDPR, Art. 13 GDPR, Art. 32 GDPR",Non-compliance with general data processing principles,link,2021
ETid-1762,ITALY,2022-12-15,"120,000",120000,Eurosanità S.P.A.,"Art. 5 GDPR, Art. 9 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-819,SPAIN,2021-08-25,"120,000",120000,"Banco Bilbao Vizcaya Argentaria, S.A.",Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2021
ETid-772,ITALY,2021-05-27,"120,000",120000,Azienda Usl della Romagna,"Art. 5 (1) f) GDPR, Art. 9 GDPR",Non-compliance with general data processing principles,link,2021
ETid-554,SPAIN,2021-02-12,"120,000",120000,"Vodafone España, SAU","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2021
ETid-214,SPAIN,2020-02-27,"120,000",120000,"Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-75,NORWAY,2019-04-29,"120,000",120000,Oslo Municipal Education Department,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2019
ETid-1798,SPAIN,2023-04-28,"12,000",12000,"ALBERO FORTE COMPOSITE, S.L.",Art. 35 GDPR,Insufficient technical and organisational measures to ensure information security,link,2023
ETid-1639,ITALY,2022-10-20,"12,000",12000,Comune di Salento,"Art. 5 (1) a), b), e) GDPR, Art. 6 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 15 GDPR, Art. 30 GDPR",Non-compliance with general data processing principles,link,2022
ETid-1441,SPAIN,2022-10-14,"12,000",12000,SEAN SERIOS S.L.,Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2022
ETid-1299,ITALY,2022-05-22,"12,000",12000,Comune di Napoli Corpo di Polizia Municipale,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 88 GDPR, Art. 113 Codice della privacy",Insufficient legal basis for data processing,link,2022
ETid-725,THE NETHERLANDS,2021-02-04,"12,000",12000,Orthodontic Clinic,Art. 32 (1) GDPR,Insufficient technical and organisational measures to ensure information security,link,2021
ETid-707,ITALY,2021-04-15,"12,000",12000,Istituto Nazionale Previdenza Sociale (INPS),"Art. 5 (1) a) GDPR, Art. 12 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link,2021
ETid-596,SPAIN,2021-03-12,"12,000",12000,"NBQ Technology, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2021
ETid-571,LITHUANIA,2021-02-26,"12,000",12000,Nacionaliniam visuomenės sveikatos centrui (NVSC),"Art. 5 (1), (2) GDPR, Art. 13 GDPR, Art. 24 GDPR, Art. 32 GDPR, Art. 35 GDPR, Art. 58 (2) f) GDPR",Non-compliance with general data processing principles,link,2021
ETid-567,SPAIN,2021-02-24,"12,000",12000,Avilon Center 2016 S.L.,"Art. 48 (1) b) LGT, Art. 21 GDPR, Art. 23 (4) LOPDGDD",Insufficient fulfilment of data subjects rights,link,2021
ETid-450,SPAIN,2020-11-23,"12,000",12000,Recambios Villalegre S.L.,"Art. 6 GDPR, Art. 13 GDPR",Insufficient legal basis for data processing,link,2020
ETid-340,SPAIN,2020-07-10,"12,000",12000,"Vodafone España, SAU",Art. 5 GDPR,Non-compliance with general data processing principles,link,2020
ETid-104,SPAIN,Unknown,"12,000",12000,Madrileña Red de Gas,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,Unkn
ETid-1809,SPAIN,2023-05-05,"1,200",1200,FUNDACIÓ PRIVADA UNIVERSITARIA EADA,Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2023
ETid-1664,SPAIN,2023-02-21,"1,200",1200,Private individual,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,link,2023
ETid-1474,SPAIN,2022-09-23,"1,200",1200,"URBANO DIVERTIA, S.L.",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,link,2022
ETid-1407,HUNGARY,2022-09-25,"1,200",1200,Health insurance provider,"Art. 5 (1) a) GDPR, Art. 5 (2) GDPR, Art. 12 (3), (4) GDPR, Art. 31 GDPR",Non-compliance with general data processing principles,link,2022
ETid-1376,SPAIN,2022-08-28,"1,200",1200,"DIGITECNIA SOLUTIONS, S.L.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2022
ETid-1155,SPAIN,2022-05-09,"1,200",1200,"CONTIMAG INVEST, S.L.",Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2022
ETid-1140,SPAIN,2022-04-23,"1,200",1200,"MOVALIA TRASLADOS, S.L.U.","Art. 6 (1) GDPR, Art. 13 GDPR",Insufficient legal basis for data processing,link,2022
ETid-1087,SPAIN,2022-02-23,"1,200",1200,"FRUTAS Y VERDURAS LOS CAMPEONES, S.L.",Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2022
ETid-1022,BELGIUM,2022-01-27,"1,200",1200,Researcher,"Art. 5 (1) a), c), f) GDPR, Art. 6 (1) GDPR, Art. 9 GDPR, Art. 12 GDPR, Art. 14 GDPR, Art. 32 GDPR",Non-compliance with general data processing principles,link link,2022
ETid-1008,SPAIN,2022-01-21,"1,200",1200,Property Owner Community,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link,2022
ETid-953,SPAIN,2021-12-16,"1,200",1200,Private individual,Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2021
ETid-727,SPAIN,2021-06-14,"1,200",1200,Inmopiso Zaragoza S.L.,Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2021
ETid-528,SPAIN,2021-01-20,"1,200",1200,Individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link,2021
ETid-475,SPAIN,2020-11-27,"1,200",1200,Private Individual,Art. 5 (1) a) GDPR,Non-compliance with general data processing principles,link,2020
ETid-1556,SPAIN,2023-01-10,120,120,Homeowners Association,Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2023
ETid-1523,SPAIN,2022-12-09,120,120,Private individual,Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2022
ETid-513,CZECH REPUBLIC,2021-01-04,"118,500",118500,Unknown,"Art. 6 (1) GDPR, Art. 14 GDPR",Insufficient legal basis for data processing,link,2021
ETid-883,UNITED KINGDOM,2021-10-18,"11,800",11800,HIV Scotland,"Art. 5 (1) f) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security,link link,2021
ETid-30,GERMANY,Unknown,118,118,Unknown,Art. 6 GDPR,Insufficient legal basis for data processing,link,Unkn
ETid-164,BULGARIA,2019-09-03,"11,760",11760,Commercial representative of telecommunication service provider,Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2019
ETid-1085,POLAND,2022-01-19,"117,000",117000,Santander Bank Polska S. A.,Art. 34 (1) GDPR,Insufficient fulfilment of data breach notification obligations,link link,2022
ETid-467,SWEDEN,2020-12-03,"1,168,000",1168000,Aleris Sjukvård AB,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 32 (1) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security,link,2020
ETid-410,POLAND,2020-06-03,"1,168",1168,Entrepreneur running a non-public nursery and pre-school,"Art. 31 GDPR, Art. 58 GDPR",Insufficient cooperation with supervisory authority,link,2020
ETid-15,CZECH REPUBLIC,2019-02-04,"1,165",1165,Credit brokerage,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2019
ETid-13,CZECH REPUBLIC,2019-02-04,"1,165",1165,Car renting company,Art. 5 (1) a) GDPR,Insufficient fulfilment of information obligations,link,2019
ETid-1188,UNITED KINGDOM,2022-03-10,"115,000",115000,Tuckers Solicitors LLP,Art. 5 (1) a) f) GDPR,Non-compliance with general data processing principles,link,2022
ETid-165,BULGARIA,2019-09-03,"1,121",1121,Private enforcement agent,"Art. 12 (4) GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link,2019
ETid-1773,SPAIN,2023-04-13,"112,000",112000,"Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2023
ETid-321,NORWAY,2020-06-22,"112,000",112000,Østfold HF Hospital,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2020
ETid-392,POLAND,2020-09-08,"11,200",11200,Warsaw University of Life Sciences,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2020
ETid-276,SWEDEN,2020-05-12,"11,200",11200,Health and Medical Board of the Region of Örebro County,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-1759,POLAND,2023-03-01,"11,100",11100,Housing cooperative,"Art. 33 (1) GDPR, Art. 34 (1) GDPR",Insufficient fulfilment of data breach notification obligations,link link,2023
ETid-1305,GERMANY,2022-07-26,"1,100,000",1100000,Volkswagen,"Art. 13 GDPR, Art. 28 GDPR, Art. 30 GDPR, Art. 35 GDPR",Insufficient fulfilment of information obligations,link,2022
ETid-1009,IRELAND,2021-12-09,"110,000",110000,Limerick City and County Council,"Art. 13 GDPR, Art. 12 GPDR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link link,2021
ETid-927,LITHUANIA,2021-11-29,"110,000",110000,UAB Prime Leasing,"Art. 32 (1) b), d) GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-1316,ITALY,2021-09-29,"11,000",11000,Territorial Administration of the Government of Genoa,"Art. 5 (1) a), c) GDPR, Art. 6 (1) c), e) Art. 6 (2) GDPR, Art. 6 (3) b) GDPR GDPR, Art. 2-ter (1), (3) Codice della privacy",Insufficient legal basis for data processing,link,2021
ETid-115,ROMANIA,2019-11-25,"11,000",11000,FAN Courier Express SRL,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2019
ETid-69,AUSTRIA,2019-07,"11,000",11000,Private person (soccer coach),Art. 6 GDPR,Insufficient legal basis for data processing,link,2019
ETid-857,DENMARK,2021-09-29,"107,000",107000,Danish Cancer Society,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2021
ETid-1428,ICELAND,2022-05-03,"10,600",10600,HEI – Medical Travel,"Art. 15 (1), (3) GDPR, Art. 9 (1) Act 90/2018, Art. 17 (2) Act 90/2018",Insufficient fulfilment of data subjects rights,link,2022
ETid-122,GERMANY,2019-12-03,"105,000",105000,Hospital,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2019
ETid-519,GERMANY,2021-01-08,"10,400,000",10400000,notebooksbilliger.de,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2021
ETid-162,BULGARIA,2019-09-03,"1,022",1022,Telecommunication service provide,"Art. 6 (1) GDPR, Art. 25 (1) GDPR",Insufficient legal basis for data processing,link,2019
ETid-1303,GERMANY,2021,"10,100",10100,Car trading group,Unknown,Insufficient legal basis for data processing,link,2021
ETid-1176,SPAIN,2022-05-18,"10,000,000",10000000,Google LLC,"Art. 6 GDPR, Art. 17 GDPR",Insufficient legal basis for data processing,link,2022
ETid-1541,ITALY,2022-11-24,"1,000,000",1000000,Areti spa,"Art. 5 (1) d), e) GDPR, Art. 5 (2) GDPR, Art. 12 GDPR, Art. 15 GDPR, Art. 24 GDPR",Non-compliance with general data processing principles,link link,2022
ETid-1263,FRANCE,2022-06-23,"1,000,000",1000000,TotalEnergies Electricité et Gaz France,"Art. 14 GDPR, Art. 15 GDPR, Art. 21 GDPR",Insufficient fulfilment of data subjects rights,link link,2022
ETid-1104,POLAND,2022-01-19,"1,000,000",1000000,Fortum Marketing and Sales Polska S.A.,"Art. 5 (1) f) GDPR, Art. 24 (1) GDPR, Art. 25 (1) GDPR, Art. 28 (1) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security,link link,2022
ETid-656,SPAIN,2021-04-23,"1,000,000",1000000,Equifax Iberica S.L.,"Art. 5 (1) a), b), c), d) GDPR, Art. 6 (1) GDPR, Art. 14 GDPR",Insufficient legal basis for data processing,link,2021
ETid-1768,SPAIN,2023-03-16,"100,000",100000,ORANGE ESPAGNE S.A.U.,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link,2023
ETid-1669,ITALY,2022-10-06,"100,000",100000,Veneto region,"Art. 5 GDPR, Art. 6 GDPR, Art. 2-ter Codice della privacy",Insufficient legal basis for data processing,link,2022
ETid-1584,SPAIN,2022-12-28,"100,000",100000,"Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2022
ETid-1564,IRELAND,2022-12-22,"100,000",100000,VIEC Limited,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",Non-compliance with general data processing principles,link link,2022
ETid-1537,ITALY,2022-12-01,"100,000",100000,Lazio Region,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 113 Codice della privacy, Art. 114 Codice della privacy",Insufficient legal basis for data processing,link link,2022
ETid-1423,ITALY,2022-09-15,"100,000",100000,Lazio Region,"Art. 5 (1) a), d) GDPR, Art. 5 (2) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 24 GDPR",Non-compliance with general data processing principles,link link,2022
ETid-1258,ITALY,2022-05-26,"100,000",100000,Intesa Sanpaolo S.p.A,"Art. 5 (1) a), f) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2022
ETid-1117,BELGIUM,2022-04-04,"100,000",100000,Brussels Airport Charleroi,"Art. 5 (1) a), b) GDPR, Art. 6 (1) c) GDPR, Art. 6 (3) GDPR, Art. 9 (2) i) GDPR, Art. 12 (1) GDPR, Art. 13 (1) c) GDPR, Art. 13 (2) e) GDPR, Art. 35 (1), (7) GDPR",Insufficient legal basis for data processing,link,2022
ETid-1063,ITALY,2021-12-16,"100,000",100000,Ubi Banca spa,"Art. 5 (1) a), c) GDPR",Non-compliance with general data processing principles,link,2021
ETid-694,SPAIN,2021-05-25,"100,000",100000,"Vodafone España, SAU",Art. 28 GDPR,Insufficient technical and organisational measures to ensure information security,link,2021
ETid-664,BELGIUM,2021-04-26,"100,000",100000,Financial company,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-627,NORWAY,2021-03-15,"100,000",100000,Asker Municipality,"Art. 5 GDPR, Art. 6 GDPR, Art. 32 (1) b) GDPR, Art. 24 GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-544,SPAIN,2021-02-03,"100,000",100000,Iberdrola Clientes,"Art. 5 (1) d) GDPR, Art. 17 GDPR",Insufficient fulfilment of data subjects rights,link,2021
ETid-539,ITALY,2020-12-17,"100,000",100000,Azienda Unità Sanitaria Locale Toscana Sud Est,"Art. 5 (1) f) GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 28 GDPR, Art. 30 GDPR, Art. 32 GDPR, Art. 35 GDPR",Non-compliance with general data processing principles,link,2020
ETid-518,ESTONIA,2020-12-01,"100,000",100000,Azeta.ee e-apteek,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-517,ESTONIA,2020-12-01,"100,000",100000,Südameapteegi e-apteek,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-516,ESTONIA,2020-12-01,"100,000",100000,Apotheka e-apteek,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-489,ROMANIA,2020-12-17,"100,000",100000,Banca Transilvania SA,"Art. 5 (1) f) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security,link,2020
ETid-279,FINLAND,2020-05-22,"100,000",100000,Posti Group Oyj,"Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link,2020
ETid-190,GERMANY,2019-10-24,"100,000",100000,Food company,"Art. 5 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2019
ETid-1829,ITALY,2023-03-23,"10,000",10000,Informatica Alto Adige Spa,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2023
ETid-1778,ITALY,2023-03-09,"10,000",10000,Banca Cambiano 1884 S.p.A.,"Art. 12 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link,2023
ETid-1765,GREECE,2023-02-02,"10,000",10000,Vodafone,"Art. 5 (1) a), b) GDPR, Art. 6 (1), (4) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,link,2023
ETid-1764,SPAIN,2023-04-04,"10,000",10000,Real Federación Española de Tenis de Mesa,Art. 9 (2) GDPR,Insufficient fulfilment of information obligations,link,2023
ETid-1752,SPAIN,2023-03-17,"10,000",10000,"NGENIERÍA Y TELECOM JAÉN, S.L.",Art. 6 GDPR,Insufficient legal basis for data processing,link,2023
ETid-1683,ROMANIA,2023-03-15,"10,000",10000,Alianța pentru Unirea Românilor,"Art. 5 (1) c) GDPR, Art. 5 (2) GDPR",Non-compliance with general data processing principles,link,2023
ETid-1673,SPAIN,2023-02-21,"10,000",10000,HERON CITY VALENCIA MANAGEMENT S.L.,Art. 15 GDPR,Insufficient fulfilment of data subjects rights,link,2023
ETid-1657,LUXEMBOURG,2022-07-22,"10,000",10000,Company,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,link,2022
ETid-1648,ITALY,2022-04-07,"10,000",10000,Tecnomed Trento s.r.l.,"Art. 5 (1) a), c) GDPR, Art. 13 GDPR, Art. 29 GDPR, Art. 32 GDPR, Art. 114 Codice della privacy",Non-compliance with general data processing principles,link,2022
ETid-1630,ITALY,2022-10-20,"10,000",10000,Italian Archery Federation (FITARCO),"Art. 5 (1) a), c) GDPR, Art. 6 GDPR, Art. 10 GDPR, Art. 2-ter Codice della privacy, Art. 2-octies Codice della privacy",Insufficient legal basis for data processing,link,2022
ETid-1612,ITALY,2022-10-06,"10,000",10000,Poste Italiane S.p.a.,"Art. 12 (3), (4) GDPR",Insufficient fulfilment of data subjects rights,link,2022
ETid-1553,ITALY,2022-11-10,"10,000",10000,I-Model s.r.l.,"Art. 6 (1) GDPR, Art. 17 GDPR",Insufficient legal basis for data processing,link,2022
ETid-1539,ROMANIA,2022-12-22,"10,000",10000,SUDREZIDENȚIAL Broker S.R.L.,Art. 32 (4) GDPR,Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1512,ITALY,2022-10-06,"10,000",10000,"Codess Sociale, Soc. Coop. sociale.","Art. 12 (3), (4) GDPR, Art. 17 GDPR",Insufficient fulfilment of data subjects rights,link,2022
ETid-1475,SPAIN,2022-09-01,"10,000",10000,Private individual,Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2022
ETid-1471,SPAIN,2022-10-26,"10,000",10000,ACKERMANN & SCHWARTZ ATTORNEYS AT LAW SLP,"Art. 6 (1) GDPR, Art. 13 GDPR",Insufficient legal basis for data processing,link,2022
ETid-1463,ITALY,2022-07-21,"10,000",10000,Clio S.r.l.,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 30 (2) GDPR, Art. 2-ter Codice della privacy",Insufficient legal basis for data processing,link,2022
ETid-1460,ITALY,2022-09-15,"10,000",10000,Bper Banca S.p.A.,Art. 12 GDPR,Insufficient fulfilment of data subjects rights,link,2022
ETid-1415,ITALY,2022-07-21,"10,000",10000,Stay over s.r.l.,"Art. 5 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 15 GDPR, Art. 114 Codice della privacy",Insufficient fulfilment of data subjects rights,link,2022
ETid-1392,SPAIN,2022-09-16,"10,000",10000,"SOPHIE ET VOILA, S.L",Art. 6 GDPR,Insufficient legal basis for data processing,link,2022
ETid-1370,ROMANIA,2022-08-22,"10,000",10000,Enel Energie Muntenia S.A.,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1368,ITALY,2022-06-09,"10,000",10000,Cribis Credit Management s.r.l.,"Art. 5 (1) a), c) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2022
ETid-1289,ITALY,2022-05-26,"10,000",10000,Afragola municipality,"Art. 5 (1) a), c) GDPR, Art. 12 (3), (4) GDPR, Art. 2-ter Codice della privacy",Non-compliance with general data processing principles,link,2022
ETid-1278,ITALY,2021-01-27,"10,000",10000,City of Rome (Roma capitale),"Art. 5 (1) a), c) GDPR, Art. 6 (1) c), e) Art. 6 (2) GDPR, Art. 6 (3) b) GDPR GDPR, Art. 2-ter (1), (3) Codice della privacy",Insufficient legal basis for data processing,link,2021
ETid-1266,CYPRUS,2022-02-04,"10,000",10000,Εκδοτικού Οίκου Δίας,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2022
ETid-1231,SPAIN,2022-06-09,"10,000",10000,Private individual,Art. 6 GDPR,Insufficient legal basis for data processing,link,2022
ETid-1196,ITALY,2022-04-28,"10,000",10000,Italian Ministry of Defense,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 10 GDPR, Art. 2-ter Codice della privacy, Art. 2-sexies Codice della privacy, Art. 2-octies Codice della privacy",Insufficient legal basis for data processing,link,2022
ETid-1192,ITALY,2022-04-07,"10,000",10000,E-Mac Professional s.r.l.,"Art. 12 (3) GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link,2022
ETid-1187,ITALY,2022-04-07,"10,000",10000,Findomestic Banca spa,"Art. 5 (1) a), c) GDPR",Non-compliance with general data processing principles,link link,2022
ETid-1177,ITALY,2022-03-10,"10,000",10000,Alfa Shipyard s.r.l.,Art. 58 (2) GDPR,Insufficient cooperation with supervisory authority,link,2022
ETid-1151,BELGIUM,2022-05-04,"10,000",10000,Nationale Maatschappij der Belgische Spoorwegen,"Art. 5 (1) a), c) GDPR, Art. 6 (1) GDPR, Art. 12 (2) GDPR, Art. 21 (2), (3), (4) GDPR",Insufficient legal basis for data processing,link,2022
ETid-1150,ITALY,2022-03-24,"10,000",10000,Brav s.r.l.,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1146,CYPRUS,2021-09-17,"10,000",10000,Mediterranean Hospital of Cyprus,"Art. 31 GDPR, Art. 58 (1) a) GDPR",Insufficient cooperation with supervisory authority,link,2021
ETid-1132,GREECE,2022-04-04,"10,000",10000,Piraeus Bank,"Art. 5 (1) f) GDPR, Art. 33 GDPR, Art. 34 GDPR",Non-compliance with general data processing principles,link,2022
ETid-1127,ITALY,2022-03-10,"10,000",10000,Azienda USL Toscana Centro,"Art. 5 (1) a), f) GDPR, Art. 9 GDPR, Art. 32 GDPR,",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1101,ITALY,2022-02-10,"10,000",10000,Scanshare S.r.l.,"Art. 28 (2) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1100,ITALY,2022-02-10,"10,000",10000,Region of Tuscany,"Art. 5 GDPR, Art. 6 GDPR, Art. 2-ter Codice della privacy",Insufficient legal basis for data processing,link,2022
ETid-1095,ITALY,2022-02-10,"10,000",10000,Costampress S.p.A.,"Art. 5 (1) a) GDPR, Art. 12 GDPR, Art. 13 GDPR",Insufficient legal basis for data processing,link,2022
ETid-1062,SPAIN,2022-02-07,"10,000",10000,"PINTODIS, S.L.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link,2022
ETid-1054,ITALY,2021-12-17,"10,000",10000,ASL Latina,"Art. 5 (1) f) GDPR, Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing,link,2021
ETid-1035,GERMANY,2020,"10,000",10000,Clearview AI Inc.,Art. 58 (1) GDPR,Insufficient cooperation with supervisory authority,link,2020
ETid-1029,GERMANY,2020,"10,000",10000,Restaurant,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link,2020
ETid-1015,ITALY,2021-12-16,"10,000",10000,Centro di Medicina preventiva s.r.l.,"Art. 5 GDPR, Art. 25 GDPR, Art. 32 GDPR, Art. 37 GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-984,POLAND,2021-12-09,"10,000",10000,Warsaw University of Technology,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 24 (1) GDPR, Art. 25 (1) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security,link link,2021
ETid-947,BELGIUM,2021-12-08,"10,000",10000,Unknown,"Art. 12 (3) GDPR, Art. 14 (1), (2), (3) GDPR, Art. 15 GDPR, Art. 17 (1) c) GDPR, Art. 21 (2) GDPR",Insufficient fulfilment of data subjects rights,link,2021
ETid-868,SPAIN,2021-10-11,"10,000",10000,MAF.COM ESQUI CLUB,Art. 7 GDPR,Insufficient legal basis for data processing,link,2021
